year,unitid,inst_name,state_name,years_after_entry,earnings_female_mean,earnings_male_mean
2005,163912,St Mary's College of Maryland,Maryland,6,38600,39900
2005,163912,St Mary's College of Maryland,Maryland,8,,
2005,163921,Sojourner-Douglass College,Maryland,6,33300,37000
2005,163921,Sojourner-Douglass College,Maryland,8,,
2005,163976,St John's College,Maryland,6,28900,31600
2005,163976,St John's College,Maryland,8,,
2005,164076,Towson University,Maryland,6,41300,46900
2005,164076,Towson University,Maryland,8,,
2005,164085,Tai Sophia Institute,Maryland,8,,
2005,164173,Villa Julie College,Maryland,6,44700,50400
2005,164173,Villa Julie College,Maryland,8,,
2005,164207,Washington Bible College-Capital Bible Seminary,Maryland,6,Suppressed data,Suppressed data
2005,164207,Washington Bible College-Capital Bible Seminary,Maryland,8,,
2005,164216,Washington College,Maryland,6,36400,50300
2005,164216,Washington College,Maryland,8,,
2005,164270,McDaniel College,Maryland,6,38000,41300
2005,164270,McDaniel College,Maryland,8,,
2005,434034,National Labor College,Maryland,6,Suppressed data,Suppressed data
2005,434973,University of Phoenix-Maryland Campus,Maryland,6,55800,69600
2005,434973,University of Phoenix-Maryland Campus,Maryland,8,,
2005,439330,DeVry University-Maryland,Maryland,6,Suppressed data,Suppressed data
2005,439330,DeVry University-Maryland,Maryland,8,,
2005,446914,ITT Technical Institute,Maryland,6,26500,36900
2005,446914,ITT Technical Institute,Maryland,8,,
2004,161837,BALTIMORE HEBREW UNIVERSITY,Maryland,7,,
2004,161873,UNIVERSITY OF BALTIMORE,Maryland,7,,
2004,161882,BALTIMORE INTERNATIONAL COLLEGE,Maryland,7,,
2004,162007,BOWIE STATE UNIVERSITY,Maryland,7,,
2004,162061,CAPITOL COLLEGE,Maryland,7,,
2004,162210,COLUMBIA UNION COLLEGE,Maryland,7,,
2004,162283,COPPIN STATE UNIVERSITY,Maryland,7,,
2004,162584,FROSTBURG STATE UNIVERSITY,Maryland,7,,
2004,162654,GOUCHER COLLEGE,Maryland,7,,
2004,162760,HOOD COLLEGE,Maryland,7,,
2004,162928,JOHNS HOPKINS UNIVERSITY,Maryland,7,,
2004,163046,LOYOLA COLLEGE IN MARYLAND,Maryland,7,,
2004,163204,UNIVERSITY OF MARYLAND-UNIVERSITY COLLEGE,Maryland,7,,
2004,163259,UNIVERSITY OF MARYLAND-BALTIMORE,Maryland,7,,
2004,163268,UNIVERSITY OF MARYLAND-BALTIMORE COUNTY,Maryland,7,,
2004,163286,UNIVERSITY OF MARYLAND-COLLEGE PARK,Maryland,7,,
2004,163295,MARYLAND INSTITUTE COLLEGE OF ART,Maryland,7,,
2004,163338,UNIVERSITY OF MARYLAND-EASTERN SHORE,Maryland,7,,
2004,163453,MORGAN STATE UNIVERSITY,Maryland,7,,
2004,163462,MOUNT ST MARY'S UNIVERSITY,Maryland,7,,
2004,163532,NER ISRAEL RABBINICAL COLLEGE,Maryland,7,,
2004,163578,COLLEGE OF NOTRE DAME OF MARYLAND,Maryland,7,,
2004,163842,SAINT MARYS SEMINARY AND UNIVERSITY,Maryland,7,,
2004,163851,SALISBURY UNIVERSITY,Maryland,7,,
2004,163912,ST MARY'S COLLEGE OF MARYLAND,Maryland,7,,
2004,163921,SOJOURNER-DOUGLASS COLLEGE,Maryland,7,,
2004,163976,ST JOHN'S COLLEGE,Maryland,7,,
2004,164076,TOWSON UNIVERSITY,Maryland,7,,
2004,164085,TAI SOPHIA INSTITUTE,Maryland,7,,
2004,164173,VILLA JULIE COLLEGE,Maryland,7,,
2004,164207,WASHINGTON BIBLE COLLEGE-CAPITAL BIBLE SEMINARY,Maryland,7,,
2004,164216,WASHINGTON COLLEGE,Maryland,7,,
2004,164270,MCDANIEL COLLEGE,Maryland,7,,
2004,434973,UNIVERSITY OF PHOENIX-MARYLAND,Maryland,7,,
2004,439330,DEVRY UNIVERSITY-MARYLAND,Maryland,7,,
2003,161837,BALTIMORE HEBREW UNIVERSITY,Maryland,6,Suppressed data,Suppressed data
2003,161873,UNIVERSITY OF BALTIMORE,Maryland,6,45000,59100
2003,161882,BALTIMORE INTERNATIONAL COLLEGE,Maryland,6,29800,35500
2003,162007,BOWIE STATE UNIVERSITY,Maryland,6,40000,38700
2003,162061,CAPITOL COLLEGE,Maryland,6,Suppressed data,Suppressed data
2003,162210,COLUMBIA UNION COLLEGE,Maryland,6,50900,52600
2003,162283,COPPIN STATE COLLEGE,Maryland,6,34900,32900
2003,162584,FROSTBURG STATE UNIVERSITY,Maryland,6,35500,39400
2003,162654,GOUCHER COLLEGE,Maryland,6,33600,36000
2003,162760,HOOD COLLEGE,Maryland,6,Suppressed data,Suppressed data
2003,162928,JOHNS HOPKINS UNIVERSITY,Maryland,6,54100,60100
2003,163046,LOYOLA COLLEGE IN MARYLAND,Maryland,6,48900,54700
2003,163204,UNIVERSITY OF MARYLAND-UNIVERSITY COLLEGE,Maryland,6,40600,51300
2003,163259,UNIVERSITY OF MARYLAND-BALTIMORE,Maryland,6,73300,94600
2003,163268,UNIVERSITY OF MARYLAND-BALTIMORE COUNTY,Maryland,6,41900,47300
2003,163286,UNIVERSITY OF MARYLAND-COLLEGE PARK,Maryland,6,44100,49800
2003,163295,MARYLAND INSTITUTE COLLEGE OF ART,Maryland,6,31300,31100
2003,163338,UNIVERSITY OF MARYLAND-EASTERN SHORE,Maryland,6,34600,33900
2003,163453,MORGAN STATE UNIVERSITY,Maryland,6,35700,33000
2003,163462,MOUNT SAINT MARYS COLLEGE,Maryland,6,42100,44100
2003,163532,NER ISRAEL RABBINICAL COLLEGE,Maryland,6,Suppressed data,Suppressed data
2003,163578,COLLEGE OF NOTRE DAME OF MARYLAND,Maryland,6,Suppressed data,Suppressed data
2003,163842,SAINT MARYS SEMINARY AND UNIVERSITY,Maryland,6,Suppressed data,Suppressed data
2003,163851,SALISBURY UNIVERSITY,Maryland,6,40200,42500
2003,163912,ST MARY'S COLLEGE OF MARYLAND,Maryland,6,37400,46600
2003,163921,SOJOURNER-DOUGLAS COLLEGE,Maryland,6,34300,42900
2003,163976,ST JOHN'S COLLEGE,Maryland,6,Suppressed data,Suppressed data
2003,164076,TOWSON UNIVERSITY,Maryland,6,41000,44500
2003,164085,TAI SOPHIA INSTITUTE,Maryland,6,Suppressed data,Suppressed data
2003,164173,VILLA JULIE COLLEGE,Maryland,6,45100,47800
2003,164207,WASHINGTON BIBLE COLLEGE-CAPITAL BIBLE SEMINARY,Maryland,6,Suppressed data,Suppressed data
2003,164216,WASHINGTON COLLEGE,Maryland,6,34600,46500
2003,164270,MCDANIEL COLLEGE,Maryland,6,39600,43400
2003,430184,STRAYER UNIVERSITY-PRINCE GEORGES CAMPUS,Maryland,6,44000,56100
2003,434973,UNIVERSITY OF PHOENIX-MARYLAND,Maryland,6,59200,70900
2003,436447,STRAYER UNIVERSITY-ANNE ARUNDEL CAMPUS,Maryland,6,44000,56100
2003,436456,STRAYER UNIVERSITY-WHITE MARSH CAMPUS,Maryland,6,44000,56100
2003,436845,STRAYER UNIVERSITY-MONTGOMERY CAMPUS,Maryland,6,44000,56100
2003,439330,DEVRY UNIVERSITY-MARYLAND,Maryland,6,Suppressed data,Suppressed data
2003,440518,STRAYER UNIVERSITY-OWINGS MILLS CAMPUS,Maryland,6,44000,56100
