year,unitid,inst_name,state_name,inst_control,institution_level,hbcu,urban_centric_locale,rev_tuition_fees_gross,rev_total_current,exp_instruc_total,exp_total_current
2006,164270,McDaniel College,Maryland,Private not-for-profit,Four or more years,No,"Suburb, small",52082000,71408000,21471000,54722000
2006,404480,University System of Maryland Research Centers,Maryland,Public,Four or more years,No,"Suburb, large",,103949064,,100948424
2006,434034,National Labor College,Maryland,Private not-for-profit,Four or more years,No,"Suburb, large",1514098,22407120,6856700,20813112
2006,434937,Yeshiva College of the Nations Capital,Maryland,Private not-for-profit,Four or more years,No,"Suburb, large",3917878,7402257,2889695,5856598
2006,434973,University of Phoenix-Maryland Campus,Maryland,Private for-profit,Four or more years,No,"Suburb, large",17985000,19978000,1661000,14987000
2006,439330,DeVry University-Maryland,Maryland,Private for-profit,Four or more years,No,"City, small",1569442,1486904,455761,1940846
2006,446394,Maple Springs Baptist Bible College and Seminary,Maryland,Private not-for-profit,Four or more years,No,"Suburb, large",386444,460193,112119,447388
2006,446914,ITT Technical Institute-Owings Mills,Maryland,Private for-profit,Four or more years,No,"Suburb, large",4529693,4495493,965815,4436500
2005,161837,Baltimore Hebrew University Inc,Maryland,Private not-for-profit,Four or more years,No,"City, large",619193,2712230,641115,2369341
2005,161873,University of Baltimore,Maryland,Public,Four or more years,No,"City, large",42928428,73571944,27423718,76952888
2005,161882,Baltimore International College,Maryland,Private not-for-profit,Four or more years,No,"City, large",11248872,12709017,2797533,12654422
2005,162007,Bowie State University,Maryland,Public,Four or more years,Yes,"Suburb, large",27677320,70508912,27073452,69351088
2005,162061,Capitol College,Maryland,Private not-for-profit,Four or more years,No,"Rural, fringe",8159052,13530707,2306953,13101879
2005,162210,Columbia Union College,Maryland,Private not-for-profit,Four or more years,No,"Suburb, large",15037465,25599044,8543737,23808816
2005,162283,Coppin State University,Maryland,Public,Four or more years,Yes,"City, large",15293580,79452240,19157288,54766468
2005,162584,Frostburg State University,Maryland,Public,Four or more years,No,"Town, remote",27510548,79424376,28999006,76649144
2005,162654,Goucher College,Maryland,Private not-for-profit,Four or more years,No,"City, small",39401388,74153000,23654328,53484000
2005,162760,Hood College,Maryland,Private not-for-profit,Four or more years,No,"City, small",26666700,32567644,11403810,33822104
2005,162928,Johns Hopkins University,Maryland,Private not-for-profit,Four or more years,No,"City, large",471355008,3335817984,1152617000,3082842112
2005,163046,Loyola College in Maryland,Maryland,Private not-for-profit,Four or more years,No,"City, large",97554648,163777168,51460004,138228800
2005,163204,University of Maryland-University College,Maryland,Public,Four or more years,No,"Suburb, large",176097616,227510688,79668770,218411232
2005,163259,University of Maryland-Baltimore,Maryland,Public,Four or more years,No,"City, large",72178664,717184256,168307340,709366080
2005,163268,University of Maryland-Baltimore County,Maryland,Public,Four or more years,No,"Suburb, large",83700320,278959296,88468530,277977792
2005,163286,University of Maryland-College Park,Maryland,Public,Four or more years,No,"Suburb, large",334695744,1367087232,369008830,1208021888
2005,163295,Maryland Institute College of Art,Maryland,Private not-for-profit,Four or more years,No,"City, large",46301040,61187592,18016088,45864004
2005,163338,University of Maryland-Eastern Shore,Maryland,Public,Four or more years,Yes,"Town, fringe",22351994,92072704,28889482,88222976
2005,163453,Morgan State University,Maryland,Public,Four or more years,Yes,"City, large",44504944,174182400,45555850,150774976
2005,163462,Mount St Mary's University,Maryland,Private not-for-profit,Four or more years,No,"Rural, fringe",37639760,48631056,13410700,45614696
2005,163532,Ner Israel Rabbinical College,Maryland,Private not-for-profit,Four or more years,No,"City, large",4121531,10104339,1499274,8779213
2005,163578,College of Notre Dame of Maryland,Maryland,Private not-for-profit,Four or more years,No,"City, large",28174716,34594084,12460279,30181736
2005,163842,St. Mary's Seminary & University,Maryland,Private not-for-profit,Four or more years,No,"City, large",2080193,11004856,2146778,7714628
2005,163851,Salisbury University,Maryland,Public,Four or more years,No,"Suburb, small",42086104,104970976,35766080,95573008
2005,163912,St Mary's College of Maryland,Maryland,Public,Four or more years,No,"Rural, distant",23173568,59507700,18291036,51981292
2005,163921,Sojourner-Douglass College,Maryland,Private not-for-profit,Four or more years,No,"City, large",11139614,18557700,2041074,20198300
2005,163976,St John's College,Maryland,Private not-for-profit,Four or more years,No,"Suburb, large",17288020,33748552,8405775,29017072
2005,164076,Towson University,Maryland,Public,Four or more years,No,"City, small",115471848,264002688,79382184,238501760
2005,164085,Tai Sophia Institute,Maryland,Private not-for-profit,Four or more years,No,"Rural, fringe",4683551,7997824,2252901,7781358
2005,164137,Uniformed Services University of the Health Sciences,Maryland,Public,Four or more years,No,"City, small",,,,
2005,164146,University System of Maryland,Maryland,Public,Four or more years,No,"Suburb, large",,34910680,,32980996
2005,164155,United States Naval Academy,Maryland,Public,Four or more years,No,"Suburb, large",,396447648,152637600,395350208
2005,164173,Villa Julie College,Maryland,Private not-for-profit,Four or more years,No,"Suburb, large",38352080,61208336,20397328,45304848
2005,164207,Washington Bible College-Capital Bible Seminary,Maryland,Private not-for-profit,Four or more years,No,"Suburb, large",3706003,6097485,3551044,6031509
2005,164216,Washington College,Maryland,Private not-for-profit,Four or more years,No,"Town, distant",38612704,67471968,14683514,43513708
2005,164270,McDaniel College,Maryland,Private not-for-profit,Four or more years,No,"Suburb, small",48453000,60159000,20648000,50143000
2005,404480,University System of Maryland Research Centers,Maryland,Public,Four or more years,No,"Suburb, large",,100626000,,97263784
2005,434034,National Labor College,Maryland,Private not-for-profit,Four or more years,No,"Suburb, large",1289912,20168568,6120400,15593300
2005,434937,Yeshiva College of the Nations Capital,Maryland,Private not-for-profit,Four or more years,No,"Suburb, large",3209732,5696051,2700038,5329919
2005,434973,University of Phoenix-Maryland Campus,Maryland,Private for-profit,Four or more years,No,"Suburb, large",16735787,17642490,1440189,12268928
2005,439330,DeVry University-Maryland,Maryland,Private for-profit,Four or more years,No,"City, small",1198648,1196980,334266,1626005
2005,446394,Maple Springs Baptist Bible College and Seminary,Maryland,Private not-for-profit,Four or more years,No,"Suburb, large",407629,496082,129807,461150
2005,446914,ITT Technical Institute,Maryland,Private for-profit,Four or more years,No,"Suburb, large",939176,939176,366415,2322216
2004,161837,BALTIMORE HEBREW UNIVERSITY,Maryland,Private not-for-profit,Four or more years,No,Urban fringe of large city,624324,2596387,611745,2269968
2004,161873,UNIVERSITY OF BALTIMORE,Maryland,Public,Four or more years,No,Large city,38111528,69974040,29426350,69116288
2004,161882,BALTIMORE INTERNATIONAL COLLEGE,Maryland,Private not-for-profit,Four or more years,No,Large city,9597660,12921863,2743394,11320620
2004,162007,BOWIE STATE UNIVERSITY,Maryland,Public,Four or more years,Yes,Urban fringe of large city,26678824,66714624,26572536,65028604
2004,162061,CAPITOL COLLEGE,Maryland,Private not-for-profit,Four or more years,No,Urban fringe of large city,7374986,16377543,2151156,12789112
2004,162210,COLUMBIA UNION COLLEGE,Maryland,Private not-for-profit,Four or more years,No,Urban fringe of large city,15078214,28998264,8335696,29499724
2004,162283,COPPIN STATE UNIVERSITY,Maryland,Public,Four or more years,Yes,Large city,13183541,63503532,21072732,58408000
2004,162584,FROSTBURG STATE UNIVERSITY,Maryland,Public,Four or more years,No,Urban fringe of midsize city,27264796,77266992,28198934,71885664
2004,162654,GOUCHER COLLEGE,Maryland,Private not-for-profit,Four or more years,No,Urban fringe of large city,37218124,68568000,21253964,47759000
2004,162760,HOOD COLLEGE,Maryland,Private not-for-profit,Four or more years,No,Midsize city,22448544,31679036,10203260,32426668
2004,162928,JOHNS HOPKINS UNIVERSITY,Maryland,Private not-for-profit,Four or more years,No,Large city,436801984,3111238912,1075205000,2900838912
2004,163046,LOYOLA COLLEGE IN MARYLAND,Maryland,Private not-for-profit,Four or more years,No,Large city,91955248,143779296,50329204,128017928
2004,163204,UNIVERSITY OF MARYLAND-UNIVERSITY COLLEGE,Maryland,Public,Four or more years,No,Urban fringe of large city,178886976,225517008,79911890,206491072
2004,163259,UNIVERSITY OF MARYLAND-BALTIMORE,Maryland,Public,Four or more years,No,Large city,67897184,686338816,203724770,640523968
2004,163268,UNIVERSITY OF MARYLAND-BALTIMORE COUNTY,Maryland,Public,Four or more years,No,Large city,78508912,280982304,86422270,271172576
2004,163286,UNIVERSITY OF MARYLAND-COLLEGE PARK,Maryland,Public,Four or more years,No,Urban fringe of large city,312538720,1293657216,344893570,1159263104
2004,163295,MARYLAND INSTITUTE COLLEGE OF ART,Maryland,Private not-for-profit,Four or more years,No,Large city,41022720,46376616,15676853,41130632
2004,163338,UNIVERSITY OF MARYLAND-EASTERN SHORE,Maryland,Public,Four or more years,Yes,"Rural, outside CBSA",20211940,94317792,29356722,85298472
2004,163453,MORGAN STATE UNIVERSITY,Maryland,Public,Four or more years,Yes,Large city,46567964,170677456,43090520,144538048
2004,163462,MOUNT ST MARY'S UNIVERSITY,Maryland,Private not-for-profit,Four or more years,No,"Rural, outside CBSA",34228144,43182292,12704812,43037008
2004,163532,NER ISRAEL RABBINICAL COLLEGE,Maryland,Private not-for-profit,Four or more years,No,Large city,4377198,12730884,1938689,10437716
2004,163578,COLLEGE OF NOTRE DAME OF MARYLAND,Maryland,Private not-for-profit,Four or more years,No,Large city,25779576,31058230,11140966,28629176
2004,163842,SAINT MARYS SEMINARY AND UNIVERSITY,Maryland,Private not-for-profit,Four or more years,No,Large city,1931180,12546102,2149707,9614452
2004,163851,SALISBURY UNIVERSITY,Maryland,Public,Four or more years,No,Small town,38965400,98470704,33503398,90153144
2004,163912,ST MARY'S COLLEGE OF MARYLAND,Maryland,Public,Four or more years,No,"Rural, outside CBSA",19988444,55802260,17385572,48809944
2004,163921,SOJOURNER-DOUGLASS COLLEGE,Maryland,Private not-for-profit,Four or more years,No,Large city,11831415,18070100,1975636,18456700
2004,163976,ST JOHN'S COLLEGE,Maryland,Private not-for-profit,Four or more years,No,Midsize city,16147340,33239770,8037304,29017072
2004,164076,TOWSON UNIVERSITY,Maryland,Public,Four or more years,No,Urban fringe of large city,108422408,267951824,73788820,227346768
2004,164085,TAI SOPHIA INSTITUTE,Maryland,Private not-for-profit,Four or more years,No,Urban fringe of large city,3751096,8299107,1811756,7244601
2004,164137,UNIFORMED SERVICES UNIVERSITY OF THE HEALTH SCI,Maryland,Public,Four or more years,No,Urban fringe of large city,,,,
2004,164146,UNIVERSITY SYSTEM OF MARYLAND,Maryland,Public,Four or more years,No,Urban fringe of large city,,33134116,,19397678
2004,164155,UNITED STATES NAVAL ACADEMY,Maryland,Public,Four or more years,No,Midsize city,,364276224,141394160,363867744
2004,164173,VILLA JULIE COLLEGE,Maryland,Private not-for-profit,Four or more years,No,Urban fringe of large city,34039444,43298604,16796924,38856268
2004,164207,WASHINGTON BIBLE COLLEGE-CAPITAL BIBLE SEMINARY,Maryland,Private not-for-profit,Four or more years,No,Urban fringe of large city,3497810,5971468,3588778,5719512
2004,164216,WASHINGTON COLLEGE,Maryland,Private not-for-profit,Four or more years,No,Small town,34635000,59235536,12062254,38616068
2004,164270,MCDANIEL COLLEGE,Maryland,Private not-for-profit,Four or more years,No,Urban fringe of large city,44168000,56654000,19726000,46883000
2004,404480,UNIVERSITY SYSTEM OF MARYLAND RESEARCH CENTERS,Maryland,Public,Four or more years,No,Urban fringe of large city,,112912864,,94005776
2004,434034,NATIONAL LABOR COLLEGE,Maryland,Private not-for-profit,Four or more years,No,Urban fringe of large city,1458854,21355132,5574167,14202301
2004,434937,YESHIVA COLLEGE OF THE NATIONS CAPITAL,Maryland,Private not-for-profit,Four or more years,No,Urban fringe of large city,2745194,4901508,2178450,4259758
2004,434973,UNIVERSITY OF PHOENIX-MARYLAND,Maryland,Private for-profit,Four or more years,No,Urban fringe of large city,17009208,17846742,1391819,10675444
2004,439330,DEVRY UNIVERSITY-MARYLAND,Maryland,Private for-profit,Four or more years,No,Missing/not reported,1103867,1111028,366033,1665271
2003,161837,BALTIMORE HEBREW UNIVERSITY,Maryland,Private not-for-profit,Four or more years,No,Urban fringe of large city,772325,2719390,659351,2411841
2003,161873,UNIVERSITY OF BALTIMORE,Maryland,Public,Four or more years,No,Large city,32476176,63753280,26204096,66848720
2003,161882,BALTIMORE INTERNATIONAL COLLEGE,Maryland,Private not-for-profit,Four or more years,No,Large city,9446800,11779988,3493164,10893606
2003,162007,BOWIE STATE UNIVERSITY,Maryland,Public,Four or more years,Yes,Urban fringe of large city,25136304,65259692,25961848,66949948
2003,162061,CAPITOL COLLEGE,Maryland,Private not-for-profit,Four or more years,No,Urban fringe of large city,6886472,13078732,2798400,13933591
2003,162210,COLUMBIA UNION COLLEGE,Maryland,Private not-for-profit,Four or more years,No,Urban fringe of large city,14271195,28787528,8153703,29092970
2003,162283,COPPIN STATE COLLEGE,Maryland,Public,Four or more years,Yes,Large city,15404916,48144528,17792174,47455000
2003,162584,FROSTBURG STATE UNIVERSITY,Maryland,Public,Four or more years,No,Urban fringe of midsize city,25728244,72793936,27643208,70520728
2003,162654,GOUCHER COLLEGE,Maryland,Private not-for-profit,Four or more years,No,Urban fringe of large city,34022440,64043000,20030396,44381000
2003,162760,HOOD COLLEGE,Maryland,Private not-for-profit,Four or more years,No,Midsize city,18359136,33817072,9818923,31201984
2003,162928,JOHNS HOPKINS UNIVERSITY,Maryland,Private not-for-profit,Four or more years,No,Large city,405513984,2949607936,1004573000,2712506880
2003,163046,LOYOLA COLLEGE IN MARYLAND,Maryland,Private not-for-profit,Four or more years,No,Large city,86511136,145020688,46475496,120298560
2003,163204,UNIVERSITY OF MARYLAND-UNIVERSITY COLLEGE,Maryland,Public,Four or more years,No,Urban fringe of large city,159118160,202946544,72302720,185782400
2003,163259,UNIVERSITY OF MARYLAND-BALTIMORE,Maryland,Public,Four or more years,No,Large city,59486988,637075072,186784240,569423296
2003,163268,UNIVERSITY OF MARYLAND-BALTIMORE COUNTY,Maryland,Public,Four or more years,No,Large city,73410000,276791360,83972440,257969328
2003,163286,UNIVERSITY OF MARYLAND-COLLEGE PARK,Maryland,Public,Four or more years,No,Urban fringe of large city,290772800,1217043200,322840000,1094683392
2003,163295,MARYLAND INSTITUTE COLLEGE OF ART,Maryland,Private not-for-profit,Four or more years,No,Large city,35810308,43818608,14609987,38360432
2003,163338,UNIVERSITY OF MARYLAND-EASTERN SHORE,Maryland,Public,Four or more years,Yes,"Rural, outside CBSA",16134928,108350672,26989652,75432960
2003,163453,MORGAN STATE UNIVERSITY,Maryland,Public,Four or more years,Yes,Large city,41249036,140461840,40346996,133161112
2003,163462,MOUNT SAINT MARYS COLLEGE,Maryland,Private not-for-profit,Four or more years,No,"Rural, outside CBSA",32442452,41325036,13014501,42516620
2003,163532,NER ISRAEL RABBINICAL COLLEGE,Maryland,Private not-for-profit,Four or more years,No,Large city,4743231,11253289,1865813,9876699
2003,163578,COLLEGE OF NOTRE DAME OF MARYLAND,Maryland,Private not-for-profit,Four or more years,No,Large city,23928416,33808576,10373736,26585904
2003,163842,SAINT MARYS SEMINARY AND UNIVERSITY,Maryland,Private not-for-profit,Four or more years,No,Large city,2089739,12761484,2192672,7456448
2003,163851,SALISBURY UNIVERSITY,Maryland,Public,Four or more years,No,Small town,35592780,92755816,30967720,85962392
2003,163912,ST MARY'S COLLEGE OF MARYLAND,Maryland,Public,Four or more years,No,"Rural, outside CBSA",17946968,55403832,15401323,43793112
2003,163921,SOJOURNER-DOUGLAS COLLEGE,Maryland,Private not-for-profit,Four or more years,No,Large city,14421200,17624700,1725640,17050500
2003,163976,ST JOHN'S COLLEGE,Maryland,Private not-for-profit,Four or more years,No,Midsize city,15150555,39305384,7711086,26842384
2003,164076,TOWSON UNIVERSITY,Maryland,Public,Four or more years,No,Urban fringe of large city,100162856,236948400,69173550,212704864
2003,164085,TAI SOPHIA INSTITUTE,Maryland,Private not-for-profit,Four or more years,No,Urban fringe of large city,66650,6597027,2017901,7349165
2003,164137,UNIFORMED SERVICES UNIVERSITY OF THE HEALTH SCI,Maryland,Public,Four or more years,No,Urban fringe of large city,,,,
2003,164146,UNIVERSITY SYSTEM OF MARYLAND,Maryland,Public,Four or more years,No,Urban fringe of large city,,34413440,,17337540
2003,164155,UNITED STATES NAVAL ACADEMY,Maryland,Public,Four or more years,No,Midsize city,,321279840,131965410,320410272
2003,164173,VILLA JULIE COLLEGE,Maryland,Private not-for-profit,Four or more years,No,Urban fringe of large city,29513268,36487448,14841059,31223812
2003,164207,WASHINGTON BIBLE COLLEGE-CAPITAL BIBLE SEMINARY,Maryland,Private not-for-profit,Four or more years,No,Urban fringe of large city,3338230,5466251,3381733,5283195
2003,164216,WASHINGTON COLLEGE,Maryland,Private not-for-profit,Four or more years,No,Small town,30686796,59702352,11262645,36310104
2003,164270,MCDANIEL COLLEGE,Maryland,Private not-for-profit,Four or more years,No,Urban fringe of large city,43635000,52077000,18244000,44370000
2003,404480,UNIVERSITY SYSTEM OF MARYLAND RESEARCH CENTERS,Maryland,Public,Four or more years,No,Urban fringe of large city,,98967928,,82658584
2003,430184,STRAYER UNIVERSITY-PRINCE GEORGES CAMPUS,Maryland,Private for-profit,Four or more years,No,Urban fringe of large city,,,,
2003,434034,THE NATIONAL LABOR COLLEGE,Maryland,Private not-for-profit,Four or more years,No,Urban fringe of large city,1556927,14424801,5940996,13624681
2003,434937,YESHIVA COLLEGE OF THE NATIONS CAPITAL,Maryland,Private not-for-profit,Four or more years,No,Urban fringe of large city,2179619,4157124,3278665,4634182
2003,434973,UNIVERSITY OF PHOENIX-MARYLAND,Maryland,Private for-profit,Four or more years,No,Urban fringe of large city,16602051,17443040,1446407,10084861
2003,436447,STRAYER UNIVERSITY-ANNE ARUNDEL CAMPUS,Maryland,Private for-profit,Four or more years,No,Missing/not reported,,,,
2003,436456,STRAYER UNIVERSITY-WHITE MARSH CAMPUS,Maryland,Private for-profit,Four or more years,No,Missing/not reported,,,,
2003,436845,STRAYER UNIVERSITY-MONTGOMERY CAMPUS,Maryland,Private for-profit,Four or more years,No,Missing/not reported,,,,
2003,438799,BINAH INSTITUTE OF ADVANCED JUDAIC STUDIES,Maryland,Private not-for-profit,Four or more years,No,Missing/not reported,,,,
2003,439330,DEVRY UNIVERSITY-MARYLAND,Maryland,Private for-profit,Four or more years,No,Missing/not reported,951098,956128,202618,1268719
2003,440518,STRAYER UNIVERSITY-OWINGS MILLS CAMPUS,Maryland,Private for-profit,Four or more years,Missing/not reported,Missing/not reported,,,,
2002,161837,BALTIMORE HEBREW UNIVERSITY,Maryland,Private not-for-profit,Four or more years,No,Urban fringe of large city,946744,2441779,752608,2560025
2002,161873,UNIVERSITY OF BALTIMORE,Maryland,Public,Four or more years,No,Large city,28992314,64037892,28787468,67140848
2002,161882,BALTIMORE INTERNATIONAL COLLEGE,Maryland,Private not-for-profit,Four or more years,No,Large city,8227107,10238876,3095514,10108725
2002,162007,BOWIE STATE UNIVERSITY,Maryland,Public,Four or more years,Yes,Urban fringe of large city,21884324,68987816,22528188,64881484
2002,162061,CAPITOL COLLEGE,Maryland,Private not-for-profit,Four or more years,No,Urban fringe of large city,7613992,11844825,2910376,12190744
2002,162210,COLUMBIA UNION COLLEGE,Maryland,Private not-for-profit,Four or more years,No,Urban fringe of large city,14016206,27139292,8506032,27516444
2002,162283,COPPIN STATE COLLEGE,Maryland,Public,Four or more years,Yes,Large city,11213667,52581152,16200212,47508124
2002,162539,FOUNDATION FOR ADVANCED EDUCATION IN THE SCIENCES,Maryland,Private not-for-profit,Four or more years,No,Urban fringe of large city,,,,
2002,162584,FROSTBURG STATE UNIVERSITY,Maryland,Public,Four or more years,No,Urban fringe of midsize city,21994246,87226072,26762110,70824448
2002,162654,GOUCHER COLLEGE,Maryland,Private not-for-profit,Four or more years,No,Urban fringe of large city,30961000,35234000,19783250,43345000
2002,162760,HOOD COLLEGE,Maryland,Private not-for-profit,Four or more years,No,Midsize city,16254051,27937510,9457355,30817918
2002,162928,JOHNS HOPKINS UNIVERSITY,Maryland,Private not-for-profit,Four or more years,No,Large city,381233984,2532596992,934431000,2485894912
2002,163046,LOYOLA COLLEGE,Maryland,Private not-for-profit,Four or more years,No,Large city,81401504,110168032,45814330,120609920
2002,163204,UNIVERSITY OF MARYLAND-UNIVERSITY COLLEGE,Maryland,Public,Four or more years,No,Urban fringe of large city,153839600,205207920,69555040,180619296
2002,163259,UNIVERSITY OF MARYLAND-BALTIMORE,Maryland,Public,Four or more years,No,Large city,54093284,604096256,184676350,546733568
2002,163268,UNIVERSITY OF MARYLAND-BALTIMORE COUNTY,Maryland,Public,Four or more years,No,Large city,75826600,297522976,83943500,257623504
2002,163286,UNIVERSITY OF MARYLAND-COLLEGE PARK,Maryland,Public,Four or more years,No,Urban fringe of large city,244190688,1157272320,327334800,1079969920
2002,163295,MARYLAND INSTITUTE COLLEGE OF ART,Maryland,Private not-for-profit,Four or more years,No,Large city,30958464,38067852,13800933,34223944
2002,163338,UNIVERSITY OF MARYLAND-EASTERN SHORE,Maryland,Public,Four or more years,Yes,"Rural, outside CBSA",11325146,80865824,27899858,79528880
2002,163453,MORGAN STATE UNIVERSITY,Maryland,Public,Four or more years,Yes,Large city,37308300,147842784,38508590,138135280
2002,163462,MOUNT SAINT MARYS COLLEGE,Maryland,Private not-for-profit,Four or more years,No,"Rural, outside CBSA",30104304,37901996,11670546,38389288
2002,163532,NER ISRAEL RABBINICAL COLLEGE,Maryland,Private not-for-profit,Four or more years,No,Large city,5591037,10704050,1746379,8175522
2002,163578,COLLEGE OF NOTRE DAME OF MARYLAND,Maryland,Private not-for-profit,Four or more years,No,Large city,22449636,31816012,9843701,26170422
2002,163842,SAINT MARYS SEMINARY AND UNIVERSITY,Maryland,Private not-for-profit,Four or more years,No,Large city,1577368,8581731,2311916,7850134
2002,163851,SALISBURY UNIVERSITY,Maryland,Public,Four or more years,No,Small town,30089460,92131128,33020274,88939440
2002,163912,ST MARY'S COLLEGE OF MARYLAND,Maryland,Public,Four or more years,No,"Rural, outside CBSA",15015456,43818988,15213781,42240428
2002,163921,SOJOURNER-DOUGLAS COLLEGE,Maryland,Private not-for-profit,Four or more years,No,Large city,11451703,14834103,1423411,13426766
2002,163976,ST JOHN'S COLLEGE,Maryland,Private not-for-profit,Four or more years,No,Midsize city,14182148,23434912,7482013,25931668
2002,164076,TOWSON UNIVERSITY,Maryland,Public,Four or more years,No,Urban fringe of large city,90118256,242960704,69972880,216872192
2002,164085,TAI SOPHIA INSTITUTE,Maryland,Private not-for-profit,Four or more years,No,Urban fringe of large city,2857992,5961837,1898167,6592202
2002,164137,UNIFORMED SERVICES UNIVERSITY OF THE HEALTH SCI,Maryland,Public,Four or more years,No,Urban fringe of large city,,,,
2002,164146,UNIVERSITY SYSTEM OF MARYLAND,Maryland,Public,Four or more years,No,Urban fringe of large city,,21078784,,16673892
2002,164155,UNITED STATES NAVAL ACADEMY,Maryland,Public,Four or more years,No,Midsize city,,326853536,105855730,326620672
2002,164173,VILLA JULIE COLLEGE,Maryland,Private not-for-profit,Four or more years,No,Urban fringe of large city,25633916,30714688,14226855,28577218
2002,164207,WASHINGTON BIBLE COLLEGE-CAPITAL BIBLE SEMINARY,Maryland,Private not-for-profit,Four or more years,No,Urban fringe of large city,2859306,5167432,3203284,5047116
2002,164216,WASHINGTON COLLEGE,Maryland,Private not-for-profit,Four or more years,No,Small town,25963708,38458448,11076754,34308596
2002,164270,MCDANIEL COLLEGE,Maryland,Private not-for-profit,Four or more years,No,Urban fringe of large city,40453000,43323000,17727000,43603000
2002,404480,UNIVERSITY SYSTEM OF MARYLAND RESEARCH CENTERS,Maryland,Public,Four or more years,No,Urban fringe of large city,,91581912,,82159472
2002,430184,STRAYER UNIVERSITY-PRINCE GEORGES CAMPUS,Maryland,Private for-profit,Four or more years,No,Urban fringe of large city,,,,
2002,434034,THE NATIONAL LABOR COLLEGE,Maryland,Private not-for-profit,Four or more years,No,Urban fringe of large city,1210087,12107673,5437730,12817018
2002,434937,YESHIVA COLLEGE OF THE NATIONS CAPITAL,Maryland,Private not-for-profit,Four or more years,No,Urban fringe of large city,2179619,4157124,3681676,4634182
2002,434973,UNIVERSITY OF PHOENIX-MARYLAND,Maryland,Private for-profit,Four or more years,No,Urban fringe of large city,14301000,14715000,2515000,9218000
2002,436447,STRAYER UNIVERSITY-ANNE ARUNDEL CAMPUS,Maryland,Private for-profit,Four or more years,No,Missing/not reported,,,,
2002,436456,STRAYER UNIVERSITY-WHITE MARSH CAMPUS,Maryland,Private for-profit,Four or more years,No,Missing/not reported,,,,
2002,436845,STRAYER UNIVERSITY-MONTGOMERY CAMPUS,Maryland,Private for-profit,Four or more years,No,Missing/not reported,,,,
2002,438799,BINAH INSTITUTE OF ADVANCED JUDAIC STUDIES,Maryland,Private not-for-profit,Four or more years,No,Missing/not reported,,,,
2002,439330,DEVRY UNIVERSITY-MARYLAND,Maryland,Private for-profit,Four or more years,No,Missing/not reported,736789,770271,89582,855062
2002,440518,STRAYER UNIVERSITY-OWINGS MILLS CAMPUS,Maryland,Private for-profit,Four or more years,Missing/not reported,Missing/not reported,,,,
2002,440527,STRAYER UNIVERSITY-OWINGS MILLS CAMPUS,Maryland,Private for-profit,Four or more years,Missing/not reported,Missing/not reported,,,,
2001,161837,BALTIMORE HEBREW UNIVERSITY,Maryland,Private not-for-profit,Four or more years,No,Urban fringe of large city,830233,2345188,,2345972
2001,161873,UNIVERSITY OF BALTIMORE,Maryland,Public,Four or more years,No,Large city,25258776,62706368,25804124,59806220
2001,161882,BALTIMORE INTERNATIONAL COLLEGE,Maryland,Private not-for-profit,Four or more years,No,Large city,7293513,9375001,2633744,9117867
2001,162007,BOWIE STATE UNIVERSITY,Maryland,Public,Four or more years,Yes,Urban fringe of large city,18386328,66766192,20515416,53069508
2001,162061,CAPITOL COLLEGE,Maryland,Private not-for-profit,Four or more years,No,Urban fringe of large city,7565264,12597376,3256741,10190882
2001,162210,COLUMBIA UNION COLLEGE,Maryland,Private not-for-profit,Four or more years,No,Urban fringe of large city,15656031,23241346,6626171,24668716
2001,162283,COPPIN STATE COLLEGE,Maryland,Public,Four or more years,Yes,Large city,11189458,47993160,15660914,48274028
2001,162539,FOUNDATION FOR ADVANCED EDUCATION IN THE SCIENCES,Maryland,Private not-for-profit,Four or more years,No,Urban fringe of large city,,,,
2001,162584,FROSTBURG STATE UNIVERSITY,Maryland,Public,Four or more years,No,Urban fringe of midsize city,19222492,80882248,25619480,67551344
2001,162654,GOUCHER COLLEGE,Maryland,Private not-for-profit,Four or more years,No,Urban fringe of large city,28390000,17486000,19080000,41206000
2001,162760,HOOD COLLEGE,Maryland,Private not-for-profit,Four or more years,No,Midsize city,14678842,19528652,8982180,26247304
2001,162885,INSTITUTE FOR ADVANCED MONTESSORI STUDIES,Maryland,Private not-for-profit,Four or more years,No,Urban fringe of large city,,,,
2001,162928,JOHNS HOPKINS UNIVERSITY,Maryland,Private not-for-profit,Four or more years,No,Large city,360428992,2268606976,771525000,2231521024
2001,163046,LOYOLA COLLEGE,Maryland,Private not-for-profit,Four or more years,No,Large city,76549400,96097784,38685290,106854192
2001,163204,UNIVERSITY OF MARYLAND-UNIVERSITY COLLEGE,Maryland,Public,Four or more years,No,Urban fringe of large city,139219088,184196752,62111040,186008256
2001,163259,UNIVERSITY OF MARYLAND-BALTIMORE,Maryland,Public,Four or more years,No,Large city,47789148,554568064,181391680,510626336
2001,163268,UNIVERSITY OF MARYLAND-BALTIMORE COUNTY,Maryland,Public,Four or more years,No,Large city,67718744,261952736,79672500,249159008
2001,163286,UNIVERSITY OF MARYLAND-COLLEGE PARK,Maryland,Public,Four or more years,No,Urban fringe of large city,221034496,1175809024,334403970,1120722688
2001,163295,MARYLAND INSTITUTE COLLEGE OF ART,Maryland,Private not-for-profit,Four or more years,No,Large city,29050396,39474472,13431764,32323438
