year,unitid,inst_name,state_name,inst_control,institution_level,hbcu,urban_centric_locale,rev_tuition_fees_gross,rev_total_current,exp_instruc_total,exp_total_current
2011,163286,University of Maryland-College Park,Maryland,Public,Four or more years,No,"Suburb, large",463244736,1660235008,447611040,1551719680
2011,163295,Maryland Institute College of Art,Maryland,Private not-for-profit,Four or more years,No,"City, large",80420808,75864944,28023016,71180904
2011,163338,University of Maryland Eastern Shore,Maryland,Public,Four or more years,Yes,"Town, distant",29712752,110689920,35195050,110572144
2011,163453,Morgan State University,Maryland,Public,Four or more years,Yes,"City, large",56978024,227876560,54914920,190969568
2011,163462,Mount St Mary's University,Maryland,Private not-for-profit,Four or more years,No,"Rural, fringe",59415800,58979496,18711572,64549100
2011,163532,Ner Israel Rabbinical College,Maryland,Private not-for-profit,Four or more years,No,"Suburb, large",3941643,16295125,2250653,10410367
2011,163578,Notre Dame of Maryland University,Maryland,Private not-for-profit,Four or more years,No,"City, large",37766024,38563420,18063852,40474472
2011,163842,St Mary's Seminary & University,Maryland,Private not-for-profit,Four or more years,No,"City, large",1992878,3129948,2165712,6019465
2011,163851,Salisbury University,Maryland,Public,Four or more years,No,"Suburb, small",59538200,154553680,54104130,141066224
2011,163912,St Mary's College of Maryland,Maryland,Public,Four or more years,No,"Rural, distant",31034316,69122224,28348720,68695200
2011,163921,Sojourner-Douglass College,Maryland,Private not-for-profit,Four or more years,No,"City, large",25776652,35283120,6323856,35604808
2011,163976,St John's College,Maryland,Private not-for-profit,Four or more years,No,"Suburb, large",22159768,24995620,9839802,27399156
2011,164076,Towson University,Maryland,Public,Four or more years,No,"City, small",162784080,376377664,123570030,353998112
2011,164085,Tai Sophia Institute,Maryland,Private not-for-profit,Four or more years,No,"Rural, fringe",7054080,7826496,2190051,8819588
2011,164146,University System of Maryland,Maryland,Public,Four or more years,No,"Suburb, large",,47315412,,26654306
2011,164155,United States Naval Academy,Maryland,Public,Four or more years,No,"Suburb, large",,455133408,183459900,453922912
2011,164173,Stevenson University,Maryland,Private not-for-profit,Four or more years,No,"Suburb, large",76805600,81177336,31755268,81957688
2011,164207,Washington Bible College-Capital Bible Seminary,Maryland,Private not-for-profit,Four or more years,No,"Suburb, large",3993966,5686391,3047982,5794387
2011,164216,Washington College,Maryland,Private not-for-profit,Four or more years,No,"Town, distant",56356916,56496976,18771952,66990024
2011,164270,McDaniel College,Maryland,Private not-for-profit,Four or more years,No,"Suburb, small",62271000,55965000,23114000,61355000
2011,404480,University System of Maryland Research Centers,Maryland,Public,Four or more years,No,"Suburb, large",,57819600,,44490412
2011,430184,Strayer University-Maryland,Maryland,Private for-profit,Four or more years,No,"Suburb, large",57088256,55774956,5547673,34121120
2011,434034,National Labor College,Maryland,Private not-for-profit,Four or more years,No,"Suburb, large",1818571,15904991,7760360,18295400
2011,434937,Yeshiva College of the Nations Capital,Maryland,Private not-for-profit,Four or more years,No,"Suburb, large",378981,6118274,369453,6831921
2011,434973,University of Phoenix-Maryland Campus,Maryland,Private for-profit,Four or more years,No,"Suburb, large",7903458,8272217,1466402,11412092
2011,439330,DeVry University-Maryland,Maryland,Private for-profit,Four or more years,No,"City, small",2025289,2089377,343784,1261259
2011,446394,Maple Springs Baptist Bible College and Seminary,Maryland,Private not-for-profit,Four or more years,No,"Suburb, large",233806,317518,97688,306706
2011,446914,ITT Technical Institute-Owings Mills,Maryland,Private for-profit,Four or more years,No,"Suburb, large",24824652,24332400,3580928,10610410
2011,462080,DeVry University's Keller Graduate School of Management-Maryland,Maryland,Private for-profit,Four or more years,No,"City, small",1608070,1530426,287489,342606
2011,462372,ITT Technical Institute-Hanover,Maryland,Private for-profit,Four or more years,No,"Rural, fringe",117679,117679,44382,981820
2010,161873,University of Baltimore,Maryland,Public,Four or more years,No,"City, large",63527504,124811200,38776736,103563072
2010,161882,Baltimore International College,Maryland,Private not-for-profit,Four or more years,No,"City, large",,,,
2010,162007,Bowie State University,Maryland,Public,Four or more years,Yes,"Suburb, large",32511892,122215088,28080472,80771408
2010,162061,Capitol College,Maryland,Private not-for-profit,Four or more years,No,"Rural, fringe",9648389,13741801,3267880,12511468
2010,162210,Washington Adventist University,Maryland,Private not-for-profit,Four or more years,No,"Suburb, large",22420736,32450284,9996734,27084952
2010,162283,Coppin State University,Maryland,Public,Four or more years,Yes,"City, large",15384027,81866736,31875720,82651568
2010,162584,Frostburg State University,Maryland,Public,Four or more years,No,"Suburb, small",32253516,101255976,32846672,92894312
2010,162654,Goucher College,Maryland,Private not-for-profit,Four or more years,No,"City, small",54025000,97178000,28644324,65045000
2010,162681,Kaplan University-Hagerstown Campus,Maryland,Private for-profit,Four or more years,No,"Suburb, midsize",19463840,19103960,3376687,9023255
2010,162760,Hood College,Maryland,Private not-for-profit,Four or more years,No,"City, small",43756420,50860232,15256607,39732976
2010,162928,Johns Hopkins University,Maryland,Private not-for-profit,Four or more years,No,"City, large",672433024,5043616768,1388993000,4271811072
2010,163046,Loyola University-Baltimore,Maryland,Private not-for-profit,Four or more years,No,"City, large",170759184,201885456,59894460,175321600
2010,163204,University of Maryland-University College,Maryland,Public,Four or more years,No,"Suburb, large",282958176,356317120,91348910,309424160
2010,163259,University of Maryland-Baltimore,Maryland,Public,Four or more years,No,"City, large",110384344,1008687808,189586480,958776960
2010,163268,University of Maryland-Baltimore County,Maryland,Public,Four or more years,No,"Suburb, large",95336880,374331232,106401840,341501664
2010,163286,University of Maryland-College Park,Maryland,Public,Four or more years,No,"Suburb, large",443973536,1618989184,420925400,1475659392
2010,163295,Maryland Institute College of Art,Maryland,Private not-for-profit,Four or more years,No,"City, large",70577432,87129288,25616160,65201476
2010,163338,University of Maryland Eastern Shore,Maryland,Public,Four or more years,Yes,"Town, distant",25966144,104498152,32257356,100921288
2010,163453,Morgan State University,Maryland,Public,Four or more years,Yes,"City, large",57625908,219929872,51585156,180043120
2010,163462,Mount St Mary's University,Maryland,Private not-for-profit,Four or more years,No,"Rural, fringe",51291800,64952188,18044068,61106128
2010,163532,Ner Israel Rabbinical College,Maryland,Private not-for-profit,Four or more years,No,"Suburb, large",4348010,13633593,2232106,10785352
2010,163578,College of Notre Dame of Maryland,Maryland,Private not-for-profit,Four or more years,No,"City, large",34626620,44944500,17812252,38477392
2010,163842,St Mary's Seminary & University,Maryland,Private not-for-profit,Four or more years,No,"City, large",1936907,18871268,2239781,6261672
2010,163851,Salisbury University,Maryland,Public,Four or more years,No,"Suburb, small",53382780,156942928,47687500,121888296
2010,163912,St Mary's College of Maryland,Maryland,Public,Four or more years,No,"Rural, distant",29737718,68020488,27181762,64802976
2010,163921,Sojourner-Douglass College,Maryland,Private not-for-profit,Four or more years,No,"City, large",25578770,36050800,6308891,35520552
2010,163976,St John's College,Maryland,Private not-for-profit,Four or more years,No,"Suburb, large",20774740,33274256,9847834,27504176
2010,164076,Towson University,Maryland,Public,Four or more years,No,"City, small",158291120,379808352,109410830,317077568
2010,164085,Tai Sophia Institute,Maryland,Private not-for-profit,Four or more years,No,"Rural, fringe",6519490,7959767,1924809,9304763
2010,164146,University System of Maryland,Maryland,Public,Four or more years,No,"Suburb, large",,46105700,,25601280
2010,164155,United States Naval Academy,Maryland,Public,Four or more years,No,"Suburb, large",,443299680,178681680,444830592
2010,164173,Stevenson University,Maryland,Private not-for-profit,Four or more years,No,"Suburb, large",71494784,86264296,27993788,72844464
2010,164207,Washington Bible College-Capital Bible Seminary,Maryland,Private not-for-profit,Four or more years,No,"Suburb, large",3717695,5170571,4329064,8097263
2010,164216,Washington College,Maryland,Private not-for-profit,Four or more years,No,"Town, distant",50696532,82313544,16904604,56633308
2010,164270,McDaniel College,Maryland,Private not-for-profit,Four or more years,No,"Suburb, small",60698000,73369000,23102000,59818000
2010,404480,University System of Maryland Research Centers,Maryland,Public,Four or more years,No,"Suburb, large",,47686860,,45102088
2010,430184,Strayer University-Maryland,Maryland,Private for-profit,Four or more years,No,"Suburb, large",60433456,59135452,5625749,36543324
2010,434034,National Labor College,Maryland,Private not-for-profit,Four or more years,No,"Suburb, large",1486089,15583337,8916524,19400226
2010,434937,Yeshiva College of the Nations Capital,Maryland,Private not-for-profit,Four or more years,No,"Suburb, large",453327,6857219,513890,6770899
2010,434973,University of Phoenix-Maryland Campus,Maryland,Private for-profit,Four or more years,No,"Suburb, large",6986923,7260785,1266960,11392435
2010,439330,DeVry University-Maryland,Maryland,Private for-profit,Four or more years,No,"City, small",1786583,1842517,898419,2690346
2010,446394,Maple Springs Baptist Bible College and Seminary,Maryland,Private not-for-profit,Four or more years,No,"Suburb, large",250025,308451,100992,313017
2010,446914,ITT Technical Institute-Owings Mills,Maryland,Private for-profit,Four or more years,No,"Suburb, large",28111604,27865332,3946283,11405909
2009,161837,Baltimore Hebrew University Inc,Maryland,Private not-for-profit,Four or more years,No,"City, large",,,,
2009,161873,University of Baltimore,Maryland,Public,Four or more years,No,"City, large",60863660,102613248,39074320,100463968
2009,161882,Baltimore International College,Maryland,Private not-for-profit,Four or more years,No,"City, large",16394497,14060343,3086354,14012191
2009,162007,Bowie State University,Maryland,Public,Four or more years,Yes,"Suburb, large",32750160,96036464,27541720,83351568
2009,162061,Capitol College,Maryland,Private not-for-profit,Four or more years,No,"Rural, fringe",8744384,12168100,2748036,12050484
2009,162210,Washington Adventist University,Maryland,Private not-for-profit,Four or more years,No,"Suburb, large",18617748,28384984,8843806,25457776
2009,162283,Coppin State University,Maryland,Public,Four or more years,Yes,"City, large",15517378,112991808,28814324,76587896
2009,162584,Frostburg State University,Maryland,Public,Four or more years,No,"Suburb, small",31410036,90393048,32491076,88476904
2009,162654,Goucher College,Maryland,Private not-for-profit,Four or more years,No,"City, small",51037520,74675032,26719204,61046000
2009,162681,Kaplan University,Maryland,Private for-profit,Four or more years,No,"City, small",19739244,16211267,2876772,8741221
2009,162760,Hood College,Maryland,Private not-for-profit,Four or more years,No,"City, small",42070956,45207812,14218529,37834952
2009,162928,Johns Hopkins University,Maryland,Private not-for-profit,Four or more years,No,"City, large",618272000,4317349888,1308545000,4019377920
2009,163046,Loyola University Maryland,Maryland,Private not-for-profit,Four or more years,No,"City, large",161183760,191629840,57543536,166406784
2009,163204,University of Maryland-University College,Maryland,Public,Four or more years,No,"Suburb, large",265260480,325653376,84322650,285627424
2009,163259,University of Maryland-Baltimore,Maryland,Public,Four or more years,No,"City, large",103718416,985330688,186604780,918752000
2009,163268,University of Maryland-Baltimore County,Maryland,Public,Four or more years,No,"Suburb, large",95769248,333068224,101339830,325148864
2009,163286,University of Maryland-College Park,Maryland,Public,Four or more years,No,"Suburb, large",422194432,1522797952,426584700,1418558080
2009,163295,Maryland Institute College of Art,Maryland,Private not-for-profit,Four or more years,No,"City, large",64966904,69970160,23557120,60149368
2009,163338,University of Maryland Eastern Shore,Maryland,Public,Four or more years,Yes,"Town, distant",22845360,99754648,30451200,96892304
2009,163453,Morgan State University,Maryland,Public,Four or more years,Yes,"City, large",53943624,192927312,54621600,179528592
2009,163462,Mount St. Mary's University,Maryland,Private not-for-profit,Four or more years,No,"Rural, fringe",48092320,57993496,17379496,58491580
2009,163532,Ner Israel Rabbinical College,Maryland,Private not-for-profit,Four or more years,No,"Suburb, large",4742013,15711863,2110702,10720399
2009,163578,College of Notre Dame of Maryland,Maryland,Private not-for-profit,Four or more years,No,"City, large",31102780,41718516,16095395,35647136
2009,163842,St. Mary's Seminary & University,Maryland,Private not-for-profit,Four or more years,No,"City, large",1813748,11671773,2274914,6431211
2009,163851,Salisbury University,Maryland,Public,Four or more years,No,"Suburb, small",51247236,141049936,48066230,119557696
2009,163912,St. Mary's College of Maryland,Maryland,Public,Four or more years,No,"Rural, distant",29763886,67091496,26655340,62451308
2009,163921,Sojourner-Douglass College,Maryland,Private not-for-profit,Four or more years,No,"City, large",19310852,27028600,4903165,27605984
2009,163976,St John's College,Maryland,Private not-for-profit,Four or more years,No,"Suburb, large",19930368,31771560,9871689,27341380
2009,164076,Towson University,Maryland,Public,Four or more years,No,"City, small",149426528,372916864,105677830,305156384
2009,164085,Tai Sophia Institute,Maryland,Private not-for-profit,Four or more years,No,"Rural, fringe",6489180,8381450,1879764,8859013
2009,164146,University System of Maryland,Maryland,Public,Four or more years,No,"Suburb, large",,33478966,,23725258
2009,164155,United States Naval Academy,Maryland,Public,Four or more years,No,"Suburb, large",,432629760,165364180,432139904
2009,164173,Stevenson University,Maryland,Private not-for-profit,Four or more years,No,"Suburb, large",60296724,69219664,26624088,66398508
2009,164207,Washington Bible College-Capital Bible Seminary,Maryland,Private not-for-profit,Four or more years,No,"Suburb, large",6153495,7336520,2754562,6235730
2009,164216,Washington College,Maryland,Private not-for-profit,Four or more years,No,"Town, distant",47648856,66430544,17604024,55138924
2009,164270,McDaniel College,Maryland,Private not-for-profit,Four or more years,No,"Suburb, small",59618000,66187000,23521000,60125000
2009,404480,University System of Maryland Research Centers,Maryland,Public,Four or more years,No,"Suburb, large",,75126240,,170628688
2009,434034,National Labor College,Maryland,Private not-for-profit,Four or more years,No,"Suburb, large",1324240,18764944,5114626,25962816
2009,434937,Yeshiva College of the Nations Capital,Maryland,Private not-for-profit,Four or more years,No,"Suburb, large",370983,6081151,533507,6472962
2009,434973,University of Phoenix-Maryland Campus,Maryland,Private for-profit,Four or more years,No,"Suburb, large",6459374,6801147,1158701,13237185
2009,439330,DeVry University-Maryland,Maryland,Private for-profit,Four or more years,No,"City, small",1976362,1984742,666906,2588309
2009,446394,Maple Springs Baptist Bible College and Seminary,Maryland,Private not-for-profit,Four or more years,No,"Suburb, large",277377,339702,88142,322594
2009,446914,ITT Technical Institute-Owings Mills,Maryland,Private for-profit,Four or more years,No,"Suburb, large",23986142,23799740,3348295,9723019
2008,161837,Baltimore Hebrew University Inc,Maryland,Private not-for-profit,Four or more years,No,"City, large",,,,
2008,161873,University of Baltimore,Maryland,Public,Four or more years,No,"City, large",53245428,93874504,33543598,90579120
2008,161882,Baltimore International College,Maryland,Private not-for-profit,Four or more years,No,"City, large",15415598,14573376,2983893,14077399
2008,162007,Bowie State University,Maryland,Public,Four or more years,Yes,"Suburb, large",30825478,85233880,30288746,80328688
2008,162061,Capitol College,Maryland,Private not-for-profit,Four or more years,No,"Rural, fringe",8198253,10939561,2806150,12098632
2008,162210,Columbia Union College,Maryland,Private not-for-profit,Four or more years,No,"Suburb, large",15090685,25303428,8468629,23384168
2008,162283,Coppin State University,Maryland,Public,Four or more years,Yes,"City, large",14968754,142076304,27740562,73135832
2008,162584,Frostburg State University,Maryland,Public,Four or more years,No,"Town, remote",30315028,90935952,32502892,88702440
2008,162654,Goucher College,Maryland,Private not-for-profit,Four or more years,No,"City, small",48934856,9925000,27352194,61099156
2008,162681,Kaplan College,Maryland,Private for-profit,Four or more years,No,"Suburb, midsize",3633650,10295604,2579249,7382232
2008,162760,Hood College,Maryland,Private not-for-profit,Four or more years,No,"City, small",40111088,29003468,14627845,38765776
2008,162928,Johns Hopkins University,Maryland,Private not-for-profit,Four or more years,No,"City, large",586689984,3266023936,1277929000,3789861888
2008,163046,Loyola College in Maryland,Maryland,Private not-for-profit,Four or more years,No,"City, large",118028408,109434448,56946616,166176816
2008,163204,University of Maryland-University College,Maryland,Public,Four or more years,No,"Suburb, large",225326304,300334048,83420456,257309376
2008,163259,University of Maryland-Baltimore,Maryland,Public,Four or more years,No,"City, large",93890656,842826880,178653660,878350720
2008,163268,University of Maryland-Baltimore County,Maryland,Public,Four or more years,No,"Suburb, large",93089000,333083872,102510440,326045888
2008,163286,University of Maryland-College Park,Maryland,Public,Four or more years,No,"Suburb, large",400798752,1442918272,427433860,1405879552
2008,163295,Maryland Institute College of Art,Maryland,Private not-for-profit,Four or more years,No,"City, large",60987840,49711436,24177756,60526708
2008,163338,University of Maryland Eastern Shore,Maryland,Public,Four or more years,Yes,"Town, fringe",23578168,98811376,29899826,98524048
2008,163453,Morgan State University,Maryland,Public,Four or more years,Yes,"City, large",51450552,181842848,53008704,177331808
2008,163462,Mount St Mary's University,Maryland,Private not-for-profit,Four or more years,No,"Rural, fringe",45989912,45515460,16526789,55893924
2008,163532,Ner Israel Rabbinical College,Maryland,Private not-for-profit,Four or more years,No,"Suburb, large",4632393,11661718,2074855,9446231
2008,163578,College of Notre Dame of Maryland,Maryland,Private not-for-profit,Four or more years,No,"City, large",29121024,23029908,16352289,36331892
2008,163842,St. Mary's Seminary & University,Maryland,Private not-for-profit,Four or more years,No,"City, large",1734517,-4162504,2228135,6589665
2008,163851,Salisbury University,Maryland,Public,Four or more years,No,"Suburb, small",49340304,136724784,48895504,120534712
2008,163912,St Mary's College of Maryland,Maryland,Public,Four or more years,No,"Rural, distant",28405238,66587396,23047920,62387168
2008,163921,Sojourner-Douglass College,Maryland,Private not-for-profit,Four or more years,No,"City, large",18226916,25850656,3785028,26770432
2008,163976,St John's College,Maryland,Private not-for-profit,Four or more years,No,"Suburb, large",20245808,18255348,10261510,27789566
2008,164076,Towson University,Maryland,Public,Four or more years,No,"City, small",143734176,351775072,92458640,303695776
2008,164085,Tai Sophia Institute,Maryland,Private not-for-profit,Four or more years,No,"Rural, fringe",5776045,4774974,2178389,9545803
2008,164146,University System of Maryland,Maryland,Public,Four or more years,No,"Suburb, large",,21574344,,22690846
2008,164155,United States Naval Academy,Maryland,Public,Four or more years,No,"Suburb, large",,417152416,164839120,418076672
2008,164173,Stevenson University,Maryland,Private not-for-profit,Four or more years,No,"Suburb, large",54753784,45685704,25275852,63087324
2008,164207,Washington Bible College-Capital Bible Seminary,Maryland,Private not-for-profit,Four or more years,No,"Suburb, large",4948525,5843340,1802200,6242973
2008,164216,Washington College,Maryland,Private not-for-profit,Four or more years,No,"Town, distant",45517724,27999080,17912276,48903880
2008,164270,McDaniel College,Maryland,Private not-for-profit,Four or more years,No,"Suburb, small",58954000,43506000,23878000,60058000
2008,404480,University System of Maryland Research Centers,Maryland,Public,Four or more years,No,"Suburb, large",,86763872,,90652368
2008,434034,National Labor College,Maryland,Private not-for-profit,Four or more years,No,"Suburb, large",1496503,24542964,2921208,23949024
2008,434937,Yeshiva College of the Nations Capital,Maryland,Private not-for-profit,Four or more years,No,"Suburb, large",371299,5772051,495131,6394857
2008,434973,University of Phoenix-Maryland Campus,Maryland,Private for-profit,Four or more years,No,"Suburb, large",6748793,7036375,1087378,15493859
2008,439330,DeVry University-Maryland,Maryland,Private for-profit,Four or more years,No,"City, small",1372743,1319074,686895,1761131
2008,446394,Maple Springs Baptist Bible College and Seminary,Maryland,Private not-for-profit,Four or more years,No,"Suburb, large",290032,395975,120156,362582
2008,446914,ITT Technical Institute-Owings Mills,Maryland,Private for-profit,Four or more years,No,"Suburb, large",16459679,16323373,2625657,7706957
2007,161837,Baltimore Hebrew University Inc,Maryland,Private not-for-profit,Four or more years,No,"City, large",670046,1789782,645885,2416113
2007,161873,University of Baltimore,Maryland,Public,Four or more years,No,"City, large",53096236,93964888,35225400,90062840
2007,161882,Baltimore International College,Maryland,Private not-for-profit,Four or more years,No,"City, large",11323572,14025547,3357136,15043613
2007,162007,Bowie State University,Maryland,Public,Four or more years,Yes,"Suburb, large",29419078,84278728,31887714,77055584
2007,162061,Capitol College,Maryland,Private not-for-profit,Four or more years,No,"Rural, fringe",8187534,11784964,2790192,12324975
2007,162210,Columbia Union College,Maryland,Private not-for-profit,Four or more years,No,"Suburb, large",15481848,25259612,8904364,23988468
2007,162283,Coppin State University,Maryland,Public,Four or more years,Yes,"City, large",14303906,132746744,23163188,64786192
2007,162584,Frostburg State University,Maryland,Public,Four or more years,No,"Town, remote",28763216,88524264,31461012,83472376
2007,162654,Goucher College,Maryland,Private not-for-profit,Four or more years,No,"City, small",48219000,64305000,26001716,58515000
2007,162681,Hagerstown Business College,Maryland,Private for-profit,Four or more years,No,"Suburb, midsize",5114277,12276322,3339475,11144918
2007,162760,Hood College,Maryland,Private not-for-profit,Four or more years,No,"City, small",35925624,37046680,12668991,36378044
2007,162928,Johns Hopkins University,Maryland,Private not-for-profit,Four or more years,No,"City, large",553491968,3472551936,1138296000,3485281024
2007,163046,Loyola College in Maryland,Maryland,Private not-for-profit,Four or more years,No,"City, large",111328624,163392560,57788148,153398832
2007,163204,University of Maryland-University College,Maryland,Public,Four or more years,No,"Suburb, large",217310528,280616896,79466456,243927456
2007,163259,University of Maryland-Baltimore,Maryland,Public,Four or more years,No,"City, large",91916336,843061056,172689420,827428160
2007,163268,University of Maryland-Baltimore County,Maryland,Public,Four or more years,No,"Suburb, large",87223328,305486432,102487176,306787456
2007,163286,University of Maryland-College Park,Maryland,Public,Four or more years,No,"Suburb, large",383365408,1535024896,391053950,1371423104
2007,163295,Maryland Institute College of Art,Maryland,Private not-for-profit,Four or more years,No,"City, large",57935496,62543408,22359552,58134072
2007,163338,University of Maryland Eastern Shore,Maryland,Public,Four or more years,Yes,"Town, fringe",20704732,91627160,27785956,96022224
2007,163453,Morgan State University,Maryland,Public,Four or more years,Yes,"City, large",49881744,190296048,52740336,174231088
2007,163462,Mount St Mary's University,Maryland,Private not-for-profit,Four or more years,No,"Rural, fringe",43841664,51620496,15673351,53217004
2007,163532,Ner Israel Rabbinical College,Maryland,Private not-for-profit,Four or more years,No,"Suburb, large",4122474,15633437,1987320,10128960
2007,163578,College of Notre Dame of Maryland,Maryland,Private not-for-profit,Four or more years,No,"City, large",30313004,34242264,14746387,34788896
2007,163842,St. Mary's Seminary & University,Maryland,Private not-for-profit,Four or more years,No,"City, large",1681375,-14423171,2342123,6420053
2007,163851,Salisbury University,Maryland,Public,Four or more years,No,"Suburb, small",47728728,152967904,42434664,109621344
2007,163912,St Mary's College of Maryland,Maryland,Public,Four or more years,No,"Rural, distant",26528786,79273912,21974304,60426080
2007,163921,Sojourner-Douglass College,Maryland,Private not-for-profit,Four or more years,No,"City, large",16007989,22161314,2320857,21644456
2007,163976,St John's College,Maryland,Private not-for-profit,Four or more years,No,"Suburb, large",18901972,32704040,9744326,27048048
2007,164076,Towson University,Maryland,Public,Four or more years,No,"City, small",132035104,332242944,84628210,284943232
2007,164085,Tai Sophia Institute,Maryland,Private not-for-profit,Four or more years,No,"Rural, fringe",5407489,8784604,2027139,8905568
2007,164137,Uniformed Services University of the Health Sciences,Maryland,Public,Four or more years,No,"City, small",,,,
2007,164146,University System of Maryland,Maryland,Public,Four or more years,No,"Suburb, large",,35727820,,27386248
2007,164155,United States Naval Academy,Maryland,Public,Four or more years,No,"Suburb, large",,402909280,153806020,402989632
2007,164173,Villa Julie College,Maryland,Private not-for-profit,Four or more years,No,"Suburb, large",49169728,59179692,26441764,59156384
2007,164207,Washington Bible College-Capital Bible Seminary,Maryland,Private not-for-profit,Four or more years,No,"Suburb, large",4034175,5644225,5018903,7393338
2007,164216,Washington College,Maryland,Private not-for-profit,Four or more years,No,"Town, distant",41944680,50957360,17888604,49954332
2007,164270,McDaniel College,Maryland,Private not-for-profit,Four or more years,No,"Suburb, small",54378000,52123000,22867000,57990000
2007,404480,University System of Maryland Research Centers,Maryland,Public,Four or more years,No,"Suburb, large",,84220736,,86827048
2007,434034,National Labor College,Maryland,Private not-for-profit,Four or more years,No,"Suburb, large",1483610,18320202,5196121,24418900
2007,434937,Yeshiva College of the Nations Capital,Maryland,Private not-for-profit,Four or more years,No,"Suburb, large",302260,6466621,372926,6271245
2007,434973,University of Phoenix-Maryland Campus,Maryland,Private for-profit,Four or more years,No,"Suburb, large",10625226,11108815,1496751,16278108
2007,439330,DeVry University-Maryland,Maryland,Private for-profit,Four or more years,No,"City, small",1281211,1084359,643726,1668825
2007,446394,Maple Springs Baptist Bible College and Seminary,Maryland,Private not-for-profit,Four or more years,No,"Suburb, large",258964,398062,121892,466038
2007,446914,ITT Technical Institute-Owings Mills,Maryland,Private for-profit,Four or more years,No,"Suburb, large",10397919,10310505,1798090,6022966
2006,161837,Baltimore Hebrew University Inc,Maryland,Private not-for-profit,Four or more years,No,"City, large",718357,2856739,542352,2321537
2006,161873,University of Baltimore,Maryland,Public,Four or more years,No,"City, large",44435212,83938824,30834188,80580512
2006,161882,Baltimore International College,Maryland,Private not-for-profit,Four or more years,No,"City, large",10849225,13293538,3213566,14187247
2006,162007,Bowie State University,Maryland,Public,Four or more years,Yes,"Suburb, large",29702652,96478944,29149918,72755856
2006,162061,Capitol College,Maryland,Private not-for-profit,Four or more years,No,"Rural, fringe",8662505,13129952,2634618,12373733
2006,162210,Columbia Union College,Maryland,Private not-for-profit,Four or more years,No,"Suburb, large",15387487,24295366,8665919,22047652
2006,162283,Coppin State University,Maryland,Public,Four or more years,Yes,"City, large",13596597,96318344,20663318,68167736
2006,162584,Frostburg State University,Maryland,Public,Four or more years,No,"Town, remote",28224464,85901760,29825126,80297424
2006,162654,Goucher College,Maryland,Private not-for-profit,Four or more years,No,"City, small",44519468,95241000,24908686,55512000
2006,162760,Hood College,Maryland,Private not-for-profit,Four or more years,No,"City, small",30363048,45455016,11708330,34690300
2006,162928,Johns Hopkins University,Maryland,Private not-for-profit,Four or more years,No,"City, large",518280000,3858213888,1284966000,3310391040
2006,163046,Loyola College in Maryland,Maryland,Private not-for-profit,Four or more years,No,"City, large",102598496,169865392,55926044,147329632
2006,163204,University of Maryland-University College,Maryland,Public,Four or more years,No,"Suburb, large",190910320,247977536,83065736,243602832
2006,163259,University of Maryland-Baltimore,Maryland,Public,Four or more years,No,"City, large",85086832,764970368,165830580,740202112
2006,163268,University of Maryland-Baltimore County,Maryland,Public,Four or more years,No,"Suburb, large",89401000,295974080,92025464,293637664
2006,163286,University of Maryland-College Park,Maryland,Public,Four or more years,No,"Suburb, large",350058272,1501740672,379771600,1250072192
2006,163295,Maryland Institute College of Art,Maryland,Private not-for-profit,Four or more years,No,"City, large",53465392,66185308,20112656,51093360
2006,163338,University of Maryland-Eastern Shore,Maryland,Public,Four or more years,Yes,"Town, fringe",22810508,91166080,25987704,87755232
2006,163453,Morgan State University,Maryland,Public,Four or more years,Yes,"City, large",48126872,187909440,50018960,166626944
2006,163462,Mount St Mary's University,Maryland,Private not-for-profit,Four or more years,No,"Rural, fringe",40962804,58550192,14179156,48153944
2006,163532,Ner Israel Rabbinical College,Maryland,Private not-for-profit,Four or more years,No,"City, large",4255248,12404091,1808306,9730238
2006,163578,College of Notre Dame of Maryland,Maryland,Private not-for-profit,Four or more years,No,"City, large",29758628,42517224,13451329,31706932
2006,163842,St. Mary's Seminary & University,Maryland,Private not-for-profit,Four or more years,No,"City, large",1984716,20847476,2238547,7884819
2006,163851,Salisbury University,Maryland,Public,Four or more years,No,"Suburb, small",44364480,138745056,39492650,103933256
2006,163912,St Mary's College of Maryland,Maryland,Public,Four or more years,No,"Rural, distant",24396694,69758072,19339168,56665592
2006,163921,Sojourner-Douglass College,Maryland,Private not-for-profit,Four or more years,No,"City, large",13591800,21590600,2405170,23344900
2006,163976,St John's College,Maryland,Private not-for-profit,Four or more years,No,"Suburb, large",18772686,39628256,9152308,26180738
2006,164076,Towson University,Maryland,Public,Four or more years,No,"City, small",122764560,295351712,86910930,262740880
2006,164085,Tai Sophia Institute,Maryland,Private not-for-profit,Four or more years,No,"Rural, fringe",4771608,8782340,2299984,8060302
2006,164137,Uniformed Services University of the Health Sciences,Maryland,Public,Four or more years,No,"City, small",,,,
2006,164146,University System of Maryland,Maryland,Public,Four or more years,No,"Suburb, large",,64992516,,24689152
2006,164155,United States Naval Academy,Maryland,Public,Four or more years,No,"Suburb, large",,387954400,160619040,387172256
2006,164173,Villa Julie College,Maryland,Private not-for-profit,Four or more years,No,"Suburb, large",43188336,60285552,24624532,53118540
2006,164207,Washington Bible College-Capital Bible Seminary,Maryland,Private not-for-profit,Four or more years,No,"Suburb, large",3874650,5128424,4458519,6784715
2006,164216,Washington College,Maryland,Private not-for-profit,Four or more years,No,"Town, distant",38880504,77611320,15443603,45707052
